id,consum_activity,service_type,is_allow_report,market_activ_6_mon,market_activ_cur_mon,duration,promo,pop_cat_goods,mean_view_cat_per_visit,unpaid_goods_per_quater,serv_error,webpage_per_visit,last_last_rev,last_rev,current_rev,last_dur_minutes,current_dur_minutes
215917,Снизилась,стандарт,да,4.0,3,786,0.13,Домашний текстиль,2,2,4,12,3529.0,4549.0,4543.0,10,14
215918,Снизилась,стандарт,нет,4.7,4,658,0.13,Домашний текстиль,3,1,5,10,4147.0,4417.0,4043.0,15,16
215919,Снизилась,премиум,да,4.3,3,384,0.21,Мелкая бытовая техника и электроника,2,3,2,4,4791.5,4940.0,4792.8,17,17
215920,Снизилась,стандарт,нет,5.3,4,585,0.21,Кухонная посуда,2,1,5,12,4547.0,4733.0,4838.2,14,11
215921,Снизилась,стандарт,нет,3.6,3,744,0.17,Товары для детей,2,1,4,15,4618.5,5208.0,4237.6,20,12
215922,Снизилась,стандарт,да,4.1,5,846,0.15,Косметика и аксесуары,4,3,1,9,5454.0,4833.0,6122.2,14,9
215923,Снизилась,премиум,да,3.8,3,724,0.26,Косметика и аксесуары,1,0,4,13,4602.5,4853.0,4515.4,11,14
215924,Снизилась,стандарт,нет,3.6,4,826,0.3,Товары для детей,2,0,1,12,5130.0,4809.0,5538.2,13,14
215925,Снизилась,стандарт,нет,4.9,4,450,0.27,Мелкая бытовая техника и электроника,2,2,4,13,4458.0,5028.0,4094.0,23,12
215926,Снизилась,премиум,да,4.2,5,439,0.25,Товары для детей,2,1,4,5,5616.0,5138.0,5331.3,18,12
215927,Снизилась,стандарт,да,5.2,4,801,0.99,Кухонная посуда,2,1,4,9,5108.0,4798.0,4968.9,17,9
215928,Снизилась,стандарт,да,5.2,4,586,0.16,Домашний текстиль,2,4,3,18,5653.5,5568.0,5857.6,18,12
215929,Снизилась,премиум,да,4.0,4,599,0.15,Товары для детей,2,8,4,7,5481.0,4983.0,6042.6,15,19
215930,Снизилась,премиум,да,5.5,5,1025,0.11,Домашний текстиль,1,4,5,12,4273.0,4493.0,4594.1,12,21
215931,Снизилась,стандарт,нет,4.9,4,302,0.19,Кухонная посуда,1,5,3,7,5665.0,5263.0,6143.4,11,9
215932,Снизилась,стандарт,нет,5.3,4,238,0.28,Товары для детей,1,5,2,4,3350.0,4445.0,4429.0,11,6
215933,Снизилась,стандарт,да,4.6,4,316,0.95,Косметика и аксесуары,2,5,6,13,6102.0,5532.0,6726.0,11,10
215934,Снизилась,стандарт,нет,5.5,4,147,0.99,Мелкая бытовая техника и электроника,1,2,3,7,5090.0,4451.0,5773.8,15,18
215935,Снизилась,стандарт,да,5.3,4,352,0.13,Товары для детей,1,7,3,10,5371.5,5274.0,5586.0,15,19
215936,Снизилась,стандарт,да,3.9,3,567,0.24,Техника для красоты и здоровья,2,4,7,7,5288.0,4763.0,5873.0,17,17
215937,Снизилась,премиум,да,4.1,5,744,0.16,Косметика и аксесуары,1,2,5,11,4743.0,4545.0,5044.6,10,16
215938,Снизилась,стандарт,да,5.2,3,591,0.18,Техника для красоты и здоровья,2,1,4,17,5922.5,4439.0,7338.2,15,13
215939,Снизилась,стандарт,да,2.6,3,966,0.21,Товары для детей,3,1,6,9,4709.5,5509.0,4146.6,15,22
215940,Снизилась,премиум,да,5.7,5,903,0.99,Косметика и аксесуары,2,8,6,12,4525.0,4691.0,4799.3,13,18
215941,Снизилась,стандарт,да,3.3,5,157,0.13,Домашний текстиль,3,6,5,11,4701.0,5118.0,5192.4,21,18
215942,Прежний уровень,премиум,да,4.1,4,575,0.25,Техника для красоты и здоровья,5,3,5,13,4139.0,4629.0,3843.9,15,19
215943,Прежний уровень,стандарт,нет,3.3,5,129,0.24,Техника для красоты и здоровья,4,1,3,8,4423.0,4919.0,4983.3,15,14
215944,Прежний уровень,стандарт,нет,4.1,4,497,0.28,Техника для красоты и здоровья,3,1,5,15,5804.0,5216.0,5424.4,19,16
215945,Прежний уровень,премиум,да,4.0,3,1007,0.23,Кухонная посуда,2,3,6,7,4420.5,5004.0,4044.8,19,23
215946,Прежний уровень,стандарт,да,5.5,4,551,0.3,Косметика и аксесуары,5,5,4,6,5343.0,4473.0,6227.0,14,14
215947,Прежний уровень,премиум,да,3.5,4,436,0.19,Домашний текстиль,5,2,1,19,4860.0,5193.0,4701.4,14,13
215948,Прежний уровень,стандарт,да,5.5,4,829,0.18,Товары для детей,3,0,5,5,3992.0,4962.0,4963.1,12,12
215949,Прежний уровень,стандарт,да,3.6,5,928,0.12,Домашний текстиль,6,0,6,8,6057.5,5396.0,6760.8,12,18
215950,Прежний уровень,стандарт,да,3.9,5,827,0.25,Мелкая бытовая техника и электроника,6,1,4,8,5124.5,4415.0,5869.4,11,13
215951,Прежний уровень,стандарт,да,5.5,3,473,0.13,Домашний текстиль,6,1,3,10,4721.0,4667.0,4897.8,13,18
215952,Прежний уровень,стандарт,да,4.9,4,869,0.24,Мелкая бытовая техника и электроника,3,1,4,8,5233.0,4864.0,5682.8,13,13
215953,Прежний уровень,стандарт,да,4.1,3,681,0.21,Техника для красоты и здоровья,2,2,3,8,4838.0,4690.0,4839.3,17,16
215954,Прежний уровень,стандарт,да,4.3,3,1039,0.13,Мелкая бытовая техника и электроника,4,0,6,7,5578.5,4644.0,6518.4,20,20
215955,Прежний уровень,стандарт,да,4.4,5,404,0.21,Товары для детей,5,3,4,12,4072.0,4777.0,4813.0,13,15
215956,Прежний уровень,стандарт,да,3.2,4,1027,0.14,Товары для детей,3,1,4,13,5165.0,5277.0,5392.5,17,14
215957,Прежний уровень,стандарт,нет,4.4,4,867,0.28,Косметика и аксесуары,5,0,7,9,5276.5,5314.0,5374.0,16,21
215958,Прежний уровень,премиум,да,4.0,5,692,0.15,Кухонная посуда,3,2,2,12,4448.5,4609.0,4439.4,17,13
215959,Прежний уровень,стандарт,да,3.6,3,825,0.2,Домашний текстиль,5,1,4,10,5346.5,5021.0,5758.6,13,11
215960,Прежний уровень,стандарт,да,5.5,4,724,0.25,Техника для красоты и здоровья,5,3,6,6,4561.0,4829.0,4923.7,13,8
215961,Прежний уровень,стандарт,нет,3.3,5,544,0.21,Кухонная посуда,2,1,6,6,5460.5,5261.0,5763.4,12,19
215962,Прежний уровень,премиум,да,5.2,4,899,0.23,Товары для детей,2,4,8,12,4917.0,4872.0,5008.0,19,12
215963,Прежний уровень,премиум,да,4.6,3,702,0.17,Мелкая бытовая техника и электроника,3,3,5,15,5143.0,5293.0,5143.0,17,17
215964,Прежний уровень,стандарт,да,5.7,4,228,0.23,Техника для красоты и здоровья,4,0,4,10,4725.0,5031.0,5120.2,19,11
215965,Прежний уровень,стандарт,нет,5.5,5,512,0.17,Косметика и аксесуары,4,0,5,6,5326.5,5103.0,5650.2,16,18
215966,Прежний уровень,стандарт,да,4.7,3,730,0.2,Техника для красоты и здоровья,2,1,4,7,5715.0,5388.0,5561.6,14,12
215967,Прежний уровень,стандарт,нет,4.1,3,775,0.15,Косметика и аксесуары,4,2,4,4,5492.0,4382.0,6584.0,8,22
215968,Прежний уровень,стандарт,да,4.9,5,574,0.28,Косметика и аксесуары,4,5,5,5,5355.5,4742.0,6017.2,13,19
215969,Прежний уровень,стандарт,да,4.1,5,132,0.28,Техника для красоты и здоровья,5,2,3,8,3803.0,4506.0,4542.7,12,10
215970,Прежний уровень,стандарт,да,3.6,4,659,0.21,Домашний текстиль,5,4,4,14,4828.0,4690.0,5077.6,12,14
215971,Прежний уровень,стандарт,да,5.2,4,491,0.17,Мелкая бытовая техника и электроника,3,2,2,8,5529.5,4577.0,6485.0,17,14
215972,Прежний уровень,стандарт,да,4.3,5,979,0.13,Мелкая бытовая техника и электроника,4,3,6,14,3732.5,4454.0,3237.2,23,20
215973,Прежний уровень,стандарт,нет,3.9,4,980,0.15,Мелкая бытовая техника и электроника,2,1,7,4,3986.0,4925.0,3302.2,17,16
215974,Прежний уровень,стандарт,да,5.1,4,458,0.2,Домашний текстиль,5,1,6,13,4309.5,4899.0,3928.6,19,7
215975,Прежний уровень,стандарт,нет,3.8,3,646,0.21,Мелкая бытовая техника и электроника,4,1,7,9,5902.5,5124.0,6707.2,19,18
215976,Прежний уровень,стандарт,да,3.3,4,565,0.24,Товары для детей,3,3,7,8,5461.0,5028.0,5215.3,19,14
215977,Прежний уровень,премиум,нет,3.5,5,161,0.14,Кухонная посуда,2,1,5,8,5693.0,5618.0,5888.0,14,9
215978,Прежний уровень,премиум,да,4.9,5,676,0.18,Косметика и аксесуары,3,1,7,9,5776.0,4948.0,6623.6,15,15
215979,Прежний уровень,стандарт,нет,3.3,3,150,0.14,Домашний текстиль,5,1,1,14,4981.5,4962.0,5128.4,19,12
215980,Прежний уровень,стандарт,да,4.7,4,131,0.16,Товары для детей,4,4,0,9,3847.0,4520.0,4560.7,13,12
215981,Прежний уровень,стандарт,да,3.8,4,302,0.16,Товары для детей,5,1,5,8,5670.0,5276.0,5458.1,14,15
215982,Прежний уровень,стандарт,да,3.5,4,426,0.14,Косметика и аксесуары,6,3,2,7,4840.5,5262.0,4605.2,19,19
215983,Прежний уровень,стандарт,нет,4.2,4,160,0.17,Товары для детей,4,5,3,5,4468.0,5375.0,5384.5,13,7
215984,Прежний уровень,стандарт,да,4.1,4,913,0.28,Кухонная посуда,2,2,4,7,5529.5,4781.0,6308.2,15,14
215985,Прежний уровень,стандарт,да,5.5,5,541,0.17,Мелкая бытовая техника и электроника,4,1,6,5,5388.0,5223.0,5661.0,12,11
215986,Прежний уровень,стандарт,да,4.9,4,203,0.11,Товары для детей,5,2,4,14,5296.0,5305.0,5433.8,17,10
215987,Прежний уровень,премиум,да,3.3,4,736,0.23,Косметика и аксесуары,2,4,5,12,5885.5,4822.0,6937.2,14,15
215988,Прежний уровень,стандарт,да,4.4,3,910,0.11,Техника для красоты и здоровья,2,1,5,15,4422.0,4962.0,5021.3,16,19
215989,Прежний уровень,стандарт,да,4.7,4,529,0.24,Мелкая бытовая техника и электроника,4,1,0,11,6159.5,4982.0,7310.0,20,20
215990,Прежний уровень,стандарт,да,4.7,4,826,0.16,Техника для красоты и здоровья,2,2,6,12,4966.0,4997.0,5123.3,13,16
215991,Прежний уровень,стандарт,да,5.8,4,713,0.3,Косметика и аксесуары,4,5,5,8,4701.0,4977.0,4591.8,17,20
215992,Прежний уровень,премиум,да,4.2,4,1003,0.17,Техника для красоты и здоровья,4,2,7,11,5063.0,5027.0,5161.8,10,19
215993,Прежний уровень,стандарт,да,4.7,4,673,0.26,Косметика и аксесуары,3,2,5,8,4554.0,4743.0,4520.2,18,16
215994,Прежний уровень,стандарт,да,5.1,5,312,0.11,Техника для красоты и здоровья,2,4,6,14,4337.0,5075.0,5106.6,15,10
215995,Прежний уровень,стандарт,да,5.3,5,348,0.14,Товары для детей,4,4,6,14,5073.0,4991.0,5131.5,20,11
215996,Прежний уровень,премиум,да,4.4,3,807,0.14,Мелкая бытовая техника и электроника,5,1,3,9,4284.5,4667.0,4083.0,11,22
215997,Прежний уровень,премиум,да,5.5,4,466,0.16,Товары для детей,3,4,1,13,4770.0,4817.0,4940.3,21,15
215998,Прежний уровень,премиум,да,4.4,4,959,0.13,Мелкая бытовая техника и электроника,6,1,3,6,4342.0,4342.0,4472.0,12,21
215999,Прежний уровень,стандарт,да,4.3,3,768,0.18,Кухонная посуда,3,0,3,9,4961.0,4703.0,5314.6,14,11
216000,Прежний уровень,стандарт,да,3.3,5,372,0.25,Кухонная посуда,2,2,5,8,5289.0,5241.0,5460.6,15,14
216001,Прежний уровень,премиум,да,5.3,3,973,0.17,Домашний текстиль,4,2,4,11,5700.5,4541.0,6835.4,12,13
216002,Прежний уровень,стандарт,да,4.9,4,435,0.23,Косметика и аксесуары,3,2,5,7,5796.5,4727.0,6853.4,18,19
216003,Прежний уровень,премиум,да,5.5,5,913,0.25,Кухонная посуда,3,1,7,10,3903.0,4833.0,3227.0,17,23
216004,Прежний уровень,стандарт,нет,3.5,3,635,0.16,Техника для красоты и здоровья,4,1,9,9,6029.0,5249.0,5483.0,20,17
216005,Прежний уровень,стандарт,да,4.3,3,791,0.11,Товары для детей,5,1,4,10,5345.0,5030.0,5202.0,17,13
216006,Прежний уровень,стандарт,нет,4.9,3,248,0.3,Техника для красоты и здоровья,3,3,0,15,4791.0,4846.0,4969.1,15,11
216007,Прежний уровень,стандарт,да,5.5,4,920,0.3,Техника для красоты и здоровья,3,1,8,10,3390.0,4429.0,4420.9,12,4
216008,Прежний уровень,стандарт,да,6.1,4,953,0.26,Домашний текстиль,5,2,5,10,5690.5,4999.0,6419.8,8,8
216009,Прежний уровень,стандарт,да,3.3,4,965,0.21,Косметика и аксесуары,2,1,2,5,5029.0,4591.0,5538.6,13,17
216010,Прежний уровень,стандарт,да,4.9,3,907,0.16,Домашний текстиль,4,1,5,9,4719.0,5028.0,4581.2,17,10
216011,Прежний уровень,премиум,да,5.6,4,793,0.21,Домашний текстиль,5,2,1,11,5934.0,4893.0,6966.2,12,10
216012,Прежний уровень,премиум,да,4.9,3,576,0.44,Кухонная посуда,3,0,2,9,5333.5,4771.0,5951.0,13,18
216013,Прежний уровень,стандарт,нет,6.1,3,312,0.47,Домашний текстиль,3,1,2,12,5324.5,5518.0,5286.8,13,13
